product_name,brands,categories,ingredients_text_en,nutriscore_grade,nova_group,ecoscore_grade,quantity,serving_size,nutriments,nutrition_grades,countries_tags
Toblerone,DXN,"Botanas,Snacks dulces,Cacao y sus productos,Dulces,Dulces de chocolate,Chocolates,Chocolates con leche,Chocolates con almendras,en:Flavoured chocolates,en:Flavoured milk chocolates,Barra de chocolate con leche y nougat,en:Swiss chocolates","Sugar, whole milk powder, cocoa butter, cocoa mass, honey (3%), milk fat, almonds (1,6%), emulsifier (soya lecithin), egg white, flavouring. Cocoa solids 28% minimum. Milk solids 14% minimum.",e,4.0,b,100 g,3 triangles (25 g),"{'carbohydrates': 61, 'carbohydrates_100g': 61, 'carbohydrates_serving': 15.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 61, 'carbon-footprint-from-known-ingredients_100g': 9.44, 'carbon-footprint-from-known-ingredients_product': 9.44, 'carbon-footprint-from-known-ingredients_serving': 2.36, 'cocoa': 28, 'cocoa_100g': 28, 'cocoa_label': 'Cacao (mínimo)', 'cocoa_serving': 28, 'cocoa_unit': 'g', 'cocoa_value': 28, 'energy': 2209, 'energy-kcal': 528, 'energy-kcal_100g': 528, 'energy-kcal_serving': 132, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 528, 'energy-kcal_value_computed': 523.2, 'energy-kj': 2209, 'energy-kj_100g': 2209, 'energy-kj_serving': 552, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2209, 'energy-kj_value_computed': 2187.4, 'energy_100g': 2209, 'energy_serving': 552, 'energy_unit': 'kJ', 'energy_value': 2209, 'fat': 28, 'fat_100g': 28, 'fat_serving': 7, 'fat_unit': 'g', 'fat_value': 28, 'fiber': 2.4, 'fiber_100g': 2.4, 'fiber_serving': 0.6, 'fiber_unit': 'g', 'fiber_value': 2.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1.6, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1.6, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 31, 'nutrition-score-fr_100g': 31, 'proteins': 5.6, 'proteins_100g': 5.6, 'proteins_serving': 1.4, 'proteins_unit': 'g', 'proteins_value': 5.6, 'salt': 0.12, 'salt_100g': 0.12, 'salt_serving': 0.03, 'salt_unit': 'g', 'salt_value': 0.12, 'saturated-fat': 17, 'saturated-fat_100g': 17, 'saturated-fat_serving': 4.25, 'saturated-fat_unit': 'g', 'saturated-fat_value': 17, 'sodium': 0.048, 'sodium_100g': 0.048, 'sodium_serving': 0.012, 'sodium_unit': 'g', 'sodium_value': 0.048, 'sugars': 60, 'sugars_100g': 60, 'sugars_serving': 15, 'sugars_unit': 'g', 'sugars_value': 60}",e,"en:algeria, en:australia, en:belgium, en:bolivia, en:bulgaria, en:denmark, en:finland, en:france, en:germany, en:italy, en:morocco, en:norway, en:poland, en:romania, en:spain, en:sweden, en:switzerland, en:thailand, en:ukraine, en:united-kingdom"
Huile d'olive vierge extra Bio Classico,Carapelli,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges","higher grade olive oil obtained directly from olives and only through mechanical processes,",b,2.0,c,75 cl,,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 3374, 'energy-kcal': 821, 'energy-kcal_100g': 821, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 821, 'energy-kcal_value_computed': 819, 'energy-kj': 3374, 'energy-kj_100g': 3374, 'energy-kj_unit': 'kJ', 'energy-kj_value': 3374, 'energy-kj_value_computed': 3367, 'energy_100g': 3374, 'energy_unit': 'kJ', 'energy_value': 3374, 'fat': 91, 'fat_100g': 91, 'fat_unit': 'g', 'fat_value': 91, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 100, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 100, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 14, 'saturated-fat_100g': 14, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",b,en:france
Crunchy peanut butter,Pip & Nut,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters, Crunchy peanut butters","Peanuts 99.5%, Sea Salt.",a,3.0,d,1 kg,1 15g (15 g),"{'carbohydrates': 10, 'carbohydrates_100g': 10, 'carbohydrates_serving': 1.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 10, 'energy': 2489, 'energy-kcal': 595, 'energy-kcal_100g': 595, 'energy-kcal_serving': 89.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 595, 'energy-kcal_value_computed': 604, 'energy_100g': 2489, 'energy_serving': 373, 'energy_unit': 'kcal', 'energy_value': 595, 'fat': 49, 'fat_100g': 49, 'fat_serving': 7.35, 'fat_unit': 'g', 'fat_value': 49, 'fiber': 7.5, 'fiber_100g': 7.5, 'fiber_serving': 1.12, 'fiber_unit': 'g', 'fiber_value': 7.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate': 99.5, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 99.5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 99.5, 'fruits-vegetables-nuts-estimate_100g': 99.5, 'fruits-vegetables-nuts-estimate_label': 'Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils (manual estimate from ingredients list)', 'fruits-vegetables-nuts-estimate_serving': 99.5, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 99.5, 'monounsaturated-fat': 38, 'monounsaturated-fat_100g': 38, 'monounsaturated-fat_label': 'Monounsaturated fat', 'monounsaturated-fat_serving': 5.7, 'monounsaturated-fat_unit': 'g', 'monounsaturated-fat_value': 38, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -7, 'nutrition-score-fr_100g': -7, 'polyunsaturated-fat': 3.5, 'polyunsaturated-fat_100g': 3.5, 'polyunsaturated-fat_label': 'Polyunsaturated fat', 'polyunsaturated-fat_serving': 0.525, 'polyunsaturated-fat_unit': 'g', 'polyunsaturated-fat_value': 3.5, 'proteins': 27, 'proteins_100g': 27, 'proteins_serving': 4.05, 'proteins_unit': 'g', 'proteins_value': 27, 'salt': 0.52, 'salt_100g': 0.52, 'salt_serving': 0.078, 'salt_unit': 'g', 'salt_value': 0.52, 'saturated-fat': 6.1, 'saturated-fat_100g': 6.1, 'saturated-fat_serving': 0.915, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.1, 'sodium': 0.208, 'sodium_100g': 0.208, 'sodium_serving': 0.0312, 'sodium_unit': 'g', 'sodium_value': 0.208, 'sugars': 5.4, 'sugars_100g': 5.4, 'sugars_serving': 0.81, 'sugars_unit': 'g', 'sugars_value': 5.4}",a,"en:france, en:united-kingdom"
Organic Milk Chocolate,Green & Black's,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates","cane sugar #, whole milk powder #, cocoa mass #, cocoa butter #, emulsifier (soya lecithins #), vanilla extract #, # ,certified organic, may contain nuts, organic milk chocolate: minimum cocoa solids 37 %, minimum milk solids 24 %,",e,4.0,c,90 g,,"{'carbohydrates': 48, 'carbohydrates_100g': 48, 'carbohydrates_unit': 'g', 'carbohydrates_value': 48, 'energy': 2347, 'energy-kcal': 561, 'energy-kcal_100g': 561, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 561, 'energy-kcal_value_computed': 560.8, 'energy_100g': 2347, 'energy_unit': 'kcal', 'energy_value': 561, 'fat': 36, 'fat_100g': 36, 'fat_unit': 'g', 'fat_value': 36, 'fiber': 2.8, 'fiber_100g': 2.8, 'fiber_unit': 'g', 'fiber_value': 2.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 31, 'nutrition-score-fr_100g': 31, 'proteins': 9.8, 'proteins_100g': 9.8, 'proteins_unit': 'g', 'proteins_value': 9.8, 'salt': 0.22, 'salt_100g': 0.22, 'salt_unit': 'g', 'salt_value': 0.22, 'saturated-fat': 22, 'saturated-fat_100g': 22, 'saturated-fat_unit': 'g', 'saturated-fat_value': 22, 'sodium': 0.088, 'sodium_100g': 0.088, 'sodium_unit': 'g', 'sodium_value': 0.088, 'sugars': 46, 'sugars_100g': 46, 'sugars_unit': 'g', 'sugars_value': 46}",e,"en:ireland, en:united-kingdom"
Oat so Simple,"Quaker, Quaker Oats","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Rolled flakes, Porridge, Plain porridge",Wholegrain rolled oats,a,1.0,c,270g,1 sachet (27 g),"{'carbohydrates': 16, 'carbohydrates_100g': 59.3, 'carbohydrates_serving': 16, 'carbohydrates_unit': 'g', 'carbohydrates_value': 16, 'energy': 418, 'energy-kcal': 100, 'energy-kcal_100g': 370, 'energy-kcal_serving': 100, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 100, 'energy-kcal_value_computed': 99.7, 'energy_100g': 1550, 'energy_serving': 418, 'energy_unit': 'kcal', 'energy_value': 100, 'fat': 2.1, 'fat_100g': 7.78, 'fat_serving': 2.1, 'fat_unit': 'g', 'fat_value': 2.1, 'fiber': 2.4, 'fiber_100g': 8.89, 'fiber_serving': 2.4, 'fiber_unit': 'g', 'fiber_value': 2.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'manganese': 0.0033, 'manganese_100g': 0.0122, 'manganese_serving': 0.0033, 'manganese_unit': 'g', 'manganese_value': 0.0033, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -4, 'nutrition-score-fr_100g': -4, 'proteins': 3, 'proteins_100g': 11.1, 'proteins_serving': 3, 'proteins_unit': 'g', 'proteins_value': 3, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0.3, 'saturated-fat_100g': 1.11, 'saturated-fat_serving': 0.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0.3, 'sugars_100g': 1.11, 'sugars_serving': 0.3, 'sugars_unit': 'g', 'sugars_value': 0.3}",a,en:united-kingdom
Hand Finished White Sourdough,Coop,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads,Sourdough breads","Wheat Flour (Wheat Flour, Calcium carbonate, Niacin, Iron, Thiamin), Water, Rapeseed Oil, Rice Flour, Rye Flour, Fermented Wheat Flour, Salt.",b,3.0,unknown,500g,1 slice (63 g),"{'carbohydrates': 44, 'carbohydrates_100g': 44, 'carbohydrates_serving': 27.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 44, 'energy': 1024, 'energy-kcal': 242, 'energy-kcal_100g': 242, 'energy-kcal_serving': 152, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 242, 'energy-kcal_value_computed': 242.7, 'energy-kj': 1024, 'energy-kj_100g': 1024, 'energy-kj_serving': 645, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1024, 'energy-kj_value_computed': 1025.5, 'energy_100g': 1024, 'energy_serving': 645, 'energy_unit': 'kJ', 'energy_value': 1024, 'fat': 2.7, 'fat_100g': 2.7, 'fat_serving': 1.7, 'fat_unit': 'g', 'fat_value': 2.7, 'fiber': 5.2, 'fiber_100g': 5.2, 'fiber_serving': 3.28, 'fiber_unit': 'g', 'fiber_value': 5.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 10.7142857142857, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 10.7142857142857, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 1, 'nutrition-score-fr_100g': 1, 'proteins': 8, 'proteins_100g': 8, 'proteins_serving': 5.04, 'proteins_unit': 'g', 'proteins_value': 8, 'salt': 0.79, 'salt_100g': 0.79, 'salt_serving': 0.498, 'salt_unit': 'g', 'salt_value': 0.79, 'saturated-fat': 0.3, 'saturated-fat_100g': 0.3, 'saturated-fat_serving': 0.189, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'sodium': 0.316, 'sodium_100g': 0.316, 'sodium_serving': 0.199, 'sodium_unit': 'g', 'sodium_value': 0.316, 'sugars': 2.7, 'sugars_100g': 2.7, 'sugars_serving': 1.7, 'sugars_unit': 'g', 'sugars_value': 2.7}",b,en:united-kingdom
KÉFIR,Reina,"Dairies, en:milks",,b,,d,600 grammes,600 g,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 4.7, 'carbohydrates_100g': 4.7, 'carbohydrates_serving': 28.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.7, 'energy': 48, 'energy-kcal': 203, 'energy-kcal_100g': 203, 'energy-kcal_serving': 1220, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 203, 'energy-kcal_value_computed': 45.9, 'energy-kj': 48, 'energy-kj_100g': 48, 'energy-kj_serving': 288, 'energy-kj_unit': 'kJ', 'energy-kj_value': 48, 'energy-kj_value_computed': 193.2, 'energy_100g': 48, 'energy_serving': 288, 'energy_unit': 'kJ', 'energy_value': 48, 'fat': 1.5, 'fat_100g': 1.5, 'fat_serving': 9, 'fat_unit': 'g', 'fat_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 3.4, 'proteins_100g': 3.4, 'proteins_serving': 20.4, 'proteins_unit': 'g', 'proteins_value': 3.4, 'salt': 0.13, 'salt_100g': 0.13, 'salt_serving': 0.78, 'salt_unit': 'g', 'salt_value': 0.13, 'saturated-fat': 1, 'saturated-fat_100g': 1, 'saturated-fat_serving': 6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'sodium': 0.052, 'sodium_100g': 0.052, 'sodium_serving': 0.312, 'sodium_unit': 'g', 'sodium_value': 0.052, 'sugars': 4.7, 'sugars_100g': 4.7, 'sugars_serving': 28.2, 'sugars_unit': 'g', 'sugars_value': 4.7, 'vitamin-b12': 4e-07, 'vitamin-b12_100g': 4e-07, 'vitamin-b12_serving': 2.4e-06, 'vitamin-b12_unit': 'g', 'vitamin-b12_value': 4e-07, 'vitamin-b6': 0.0002, 'vitamin-b6_100g': 0.0002, 'vitamin-b6_serving': 0.0012, 'vitamin-b6_unit': 'g', 'vitamin-b6_value': 0.0002}",b,en:morocco
Miel de fleurs,Maribel,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de fleurs, Miels liquides",,d,2.0,a,500g,10 g,"{'carbohydrates': 75.1, 'carbohydrates_100g': 75.1, 'carbohydrates_serving': 7.51, 'carbohydrates_unit': 'g', 'carbohydrates_value': 75.1, 'energy': 1264, 'energy-kcal': 302, 'energy-kcal_100g': 302, 'energy-kcal_serving': 30.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 302, 'energy-kcal_value_computed': 302.9, 'energy_100g': 1264, 'energy_serving': 126, 'energy_unit': 'kcal', 'energy_value': 302, 'fat': 0.1, 'fat_100g': 0.1, 'fat_serving': 0.01, 'fat_unit': 'g', 'fat_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 0.4, 'proteins_100g': 0.4, 'proteins_serving': 0.04, 'proteins_unit': 'g', 'proteins_value': 0.4, 'salt': 0.01, 'salt_100g': 0.01, 'salt_serving': 0.001, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.01, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_serving': 0.0004, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 75.1, 'sugars_100g': 75.1, 'sugars_serving': 7.51, 'sugars_unit': 'g', 'sugars_value': 75.1}",d,"en:finland, en:france, en:germany, en:sweden"
Tartines de Pain Blé Complet,Brioche Pasquier,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Biscottes,Pains grillés,Pain-grille-complet",WHEAT flour - Wholemeal WHEAT flour 17% - WHEAT bran - Sunflower oil - WHEAT GLUTEN - Sugar - Salt - Baker's yeast - Flour treatment agent: ascorbic acid. -,c,4.0,a,240 g (24 tr),20 g (2 tr),"{'carbohydrates': 67, 'carbohydrates_100g': 67, 'carbohydrates_serving': 13.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 67, 'carbon-footprint-from-known-ingredients_100g': 22.8, 'carbon-footprint-from-known-ingredients_product': 54.7, 'carbon-footprint-from-known-ingredients_serving': 4.56, 'energy': 1615, 'energy-kcal': 382, 'energy-kcal_100g': 382, 'energy-kcal_serving': 76.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 382, 'energy-kcal_value_computed': 382.4, 'energy-kj': 1615, 'energy-kj_100g': 1615, 'energy-kj_serving': 323, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1615, 'energy-kj_value_computed': 1614.6, 'energy_100g': 1615, 'energy_serving': 323, 'energy_unit': 'kJ', 'energy_value': 1615, 'fat': 5, 'fat_100g': 5, 'fat_serving': 1, 'fat_unit': 'g', 'fat_value': 5, 'fiber': 8.7, 'fiber_100g': 8.7, 'fiber_serving': 1.74, 'fiber_unit': 'g', 'fiber_value': 8.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 7, 'nutrition-score-fr_100g': 7, 'proteins': 13, 'proteins_100g': 13, 'proteins_serving': 2.6, 'proteins_unit': 'g', 'proteins_value': 13, 'salt': 1.5, 'salt_100g': 1.5, 'salt_serving': 0.3, 'salt_unit': 'g', 'salt_value': 1.5, 'saturated-fat': 0.8, 'saturated-fat_100g': 0.8, 'saturated-fat_serving': 0.16, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.8, 'sodium': 0.6, 'sodium_100g': 0.6, 'sodium_serving': 0.12, 'sodium_unit': 'g', 'sodium_value': 0.6, 'sugars': 4.2, 'sugars_100g': 4.2, 'sugars_serving': 0.84, 'sugars_unit': 'g', 'sugars_value': 4.2}",c,"en:france, en:switzerland"
Kiri® Crème 12 portions,Kiri,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner, Fromages pour enfants, Fromages fondus, en:Cheeses (perishable)","pasteurized fresh milk 53% (origin: france), cream 32% (origin: france), water, milk proteins, milk mineral concentrate, lactic ferments, salt,",d,4.0,d,216 g,18 g,"{'calcium': 0.67, 'calcium_100g': 0.67, 'calcium_serving': 0.121, 'calcium_unit': 'mg', 'calcium_value': 670, 'carbohydrates': 2, 'carbohydrates_100g': 2, 'carbohydrates_serving': 0.36, 'carbohydrates_unit': 'g', 'carbohydrates_value': 2, 'carbon-footprint-from-known-ingredients_100g': 198, 'carbon-footprint-from-known-ingredients_product': 428, 'carbon-footprint-from-known-ingredients_serving': 35.6, 'energy': 1269, 'energy-kcal': 303, 'energy-kcal_100g': 303, 'energy-kcal_serving': 54.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 303, 'energy-kcal_value_computed': 305, 'energy-kj': 1269, 'energy-kj_100g': 1269, 'energy-kj_serving': 228, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1269, 'energy-kj_value_computed': 1260, 'energy_100g': 1269, 'energy_serving': 228, 'energy_unit': 'kJ', 'energy_value': 1269, 'fat': 29, 'fat_100g': 29, 'fat_serving': 5.22, 'fat_unit': 'g', 'fat_value': 29, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 9, 'proteins_100g': 9, 'proteins_serving': 1.62, 'proteins_unit': 'g', 'proteins_value': 9, 'salt': 1.3, 'salt_100g': 1.3, 'salt_serving': 0.234, 'salt_unit': 'g', 'salt_value': 1.3, 'saturated-fat': 19.5, 'saturated-fat_100g': 19.5, 'saturated-fat_serving': 3.51, 'saturated-fat_unit': 'g', 'saturated-fat_value': 19.5, 'sodium': 0.52, 'sodium_100g': 0.52, 'sodium_serving': 0.0936, 'sodium_unit': 'g', 'sodium_value': 0.52, 'sugars': 2, 'sugars_100g': 2, 'sugars_serving': 0.36, 'sugars_unit': 'g', 'sugars_value': 2}",d,"en:belgium, en:france, en:luxembourg"
Fage,Fage,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:greek-style-yogurts","Pasteurised skimmed _milk_ , live active yoghurt cultures (L. Bulgarians, S. Thermophilus, L. Acidophilus, Bifidus, L. Casei)",a,3.0,b,950g,1 portion (200 g),"{'calcium': 0.12, 'calcium_100g': 0.12, 'calcium_serving': 0.24, 'calcium_unit': 'g', 'calcium_value': 0.12, 'carbohydrates': 3, 'carbohydrates_100g': 3, 'carbohydrates_serving': 6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3, 'energy': 226, 'energy-kcal': 54, 'energy-kcal_100g': 54, 'energy-kcal_serving': 108, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 54, 'energy-kcal_value_computed': 53.2, 'energy_100g': 226, 'energy_serving': 452, 'energy_unit': 'kcal', 'energy_value': 54, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -4, 'nutrition-score-fr_100g': -4, 'proteins': 10.3, 'proteins_100g': 10.3, 'proteins_serving': 20.6, 'proteins_unit': 'g', 'proteins_value': 10.3, 'salt': 0.0975, 'salt_100g': 0.0975, 'salt_serving': 0.195, 'salt_unit': 'g', 'salt_value': 0.0975, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.039, 'sodium_100g': 0.039, 'sodium_serving': 0.078, 'sodium_unit': 'g', 'sodium_value': 0.039, 'sugars': 3, 'sugars_100g': 3, 'sugars_serving': 6, 'sugars_unit': 'g', 'sugars_value': 3}",a,"en:ireland, en:united-kingdom"
